scenario,player_1_strategy,player_2_strategy,matches,troops_per_player,battlefields,total_battlefield_value,player_1_win_rate,player_2_win_rate,draw_rate,avg_player_1_score,avg_player_2_score,avg_margin,avg_runtime_ms,max_runtime_ms,avg_player_1_score_share,avg_player_2_score_share,avg_player_1_battlefield_wins,avg_player_2_battlefield_wins,avg_tied_battlefields,avg_player_1_hhi,avg_player_2_hhi,avg_player_1_entropy,avg_player_2_entropy,avg_player_1_unused_battlefields,avg_player_2_unused_battlefields,close_game_rate,decisive_game_rate
high_value,balanced_priority,top_heavy,300,40,6,42,1.0,0.0,0.0,30.0,12.0,18.0,0.010407333223459622,0.02090001362375915,0.7142857142857143,0.2857142857142857,5.0,1.0,0.0,0.18125,0.48,2.5221735728363472,1.6246346558188476,0.0,0.0,0.0,1.0
high_value,balanced_priority,uniform,300,40,6,42,1.0,0.0,0.0,28.476666666666667,13.523333333333333,14.953333333333333,0.008343332932175448,0.028900016332045197,0.678015873015873,0.321984126984127,2.3366666666666664,2.6233333333333335,1.04,0.18125,0.16749999999999998,2.5221735728363472,2.581290899230692,0.0,0.0,0.0,0.62
high_value,balanced_priority,weighted_value,300,40,6,42,0.0,1.0,0.0,9.0,33.0,-24.0,0.009554668116228035,0.013999990187585354,0.21428571428571425,0.7857142857142857,2.0,3.0,1.0,0.18125,0.20125,2.5221735728363472,2.4196068993294118,0.0,0.0,0.0,1.0
high_value,balanced_priority,winner_take_most,300,40,6,42,0.0,1.0,0.0,20.0,22.0,-2.0,0.011490667141818752,0.02780000795610249,0.4761904761904762,0.5238095238095238,4.0,2.0,0.0,0.18125,0.5050000000000001,2.5221735728363472,0.9927744539878084,0.0,4.0,0.0,0.0
high_value,defensive_spread,anti_top_heavy,300,40,6,42,0.0,1.0,0.0,13.0,29.0,-16.0,0.014729666775868585,0.020899984519928694,0.30952380952380953,0.6904761904761905,1.0,4.0,1.0,0.195,0.21625,2.459447600415244,2.356844121534168,0.0,0.0,0.0,1.0
high_value,defensive_spread,balanced_priority,300,40,6,42,1.0,0.0,0.0,29.0,13.0,16.0,0.019361667121605326,0.04630000330507755,0.6904761904761905,0.30952380952380953,2.0,2.0,2.0,0.195,0.18125,2.459447600415244,2.5221735728363472,0.0,0.0,0.0,1.0
high_value,defensive_spread,defensive_spread,300,40,6,42,0.0,0.0,1.0,21.0,21.0,0.0,0.015480332755638907,0.022099993657320738,0.5,0.5,0.0,0.0,6.0,0.195,0.195,2.459447600415244,2.459447600415244,0.0,0.0,1.0,0.0
high_value,defensive_spread,noisy_weighted,300,40,6,42,0.36666666666666664,0.5766666666666667,0.056666666666666664,20.09,21.91,-1.82,0.016746667000309873,0.027000001864507794,0.47833333333333333,0.5216666666666666,2.5933333333333333,1.97,1.4366666666666668,0.195,0.21239583333333334,2.459447600415244,2.375772094817655,0.0,0.0,0.056666666666666664,0.18
high_value,defensive_spread,random_partition,300,40,6,42,0.8733333333333333,0.12,0.006666666666666667,28.01,13.99,14.02,0.014270334989608576,0.05460000829771161,0.6669047619047619,0.3330952380952381,3.3033333333333332,2.33,0.36666666666666664,0.195,0.28734583333333336,2.459447600415244,2.075324082738173,0.0,0.41,0.006666666666666667,0.62
high_value,defensive_spread,top_heavy,300,40,6,42,1.0,0.0,0.0,30.0,12.0,18.0,0.024410333135165274,0.03309999010525644,0.7142857142857143,0.2857142857142857,5.0,1.0,0.0,0.195,0.48,2.459447600415244,1.6246346558188476,0.0,0.0,0.0,1.0
high_value,defensive_spread,uniform,300,40,6,42,1.0,0.0,0.0,28.213333333333335,13.786666666666667,14.426666666666666,0.02234033211910476,0.036200013710185885,0.6717460317460318,0.32825396825396824,2.3333333333333335,2.7066666666666666,0.96,0.195,0.16749999999999998,2.459447600415244,2.581290899230692,0.0,0.0,0.0,0.58
high_value,defensive_spread,weighted_value,300,40,6,42,0.0,1.0,0.0,18.0,24.0,-6.0,0.02363800012972206,0.04110002191737294,0.4285714285714285,0.5714285714285714,1.0,1.0,4.0,0.195,0.20125,2.459447600415244,2.4196068993294118,0.0,0.0,0.0,0.0
high_value,defensive_spread,winner_take_most,300,40,6,42,0.0,1.0,0.0,20.0,22.0,-2.0,0.014532666536979377,0.037299992982298136,0.4761904761904762,0.5238095238095238,4.0,2.0,0.0,0.195,0.5050000000000001,2.459447600415244,0.9927744539878084,0.0,4.0,0.0,0.0
high_value,noisy_weighted,anti_top_heavy,300,40,6,42,0.043333333333333335,0.95,0.006666666666666667,14.016666666666667,27.983333333333334,-13.966666666666667,0.01635099926109736,0.023800006601959467,0.3337301587301587,0.6662698412698412,1.0666666666666667,4.406666666666666,0.5266666666666666,0.21333749999999999,0.21625,2.370573726575865,2.356844121534168,0.0,0.0,0.006666666666666667,0.7333333333333333
high_value,noisy_weighted,balanced_priority,300,40,6,42,0.8033333333333333,0.16,0.03666666666666667,24.783333333333335,17.216666666666665,7.566666666666666,0.016409001254942268,0.028700014809146523,0.5900793650793651,0.4099206349206349,2.2133333333333334,2.82,0.9666666666666667,0.2123625,0.18125,2.3743641979040024,2.5221735728363472,0.0,0.0,0.03666666666666667,0.31
high_value,noisy_weighted,defensive_spread,300,40,6,42,0.5966666666666667,0.32,0.08333333333333333,22.446666666666665,19.553333333333335,2.8933333333333335,0.026692667161114514,0.042400002712383866,0.5344444444444445,0.4655555555555555,2.03,2.6366666666666667,1.3333333333333333,0.21255833333333335,0.195,2.3739324268199984,2.459447600415244,0.0,0.0,0.08333333333333333,0.22333333333333333
high_value,noisy_weighted,noisy_weighted,300,40,6,42,0.43,0.45666666666666667,0.11333333333333333,20.9,21.1,-0.2,0.020554999355226755,0.057600002037361264,0.49761904761904757,0.5023809523809524,2.1933333333333334,2.1633333333333336,1.6433333333333333,0.21209583333333334,0.21150000000000002,2.3776722034065103,2.377566465223111,0.0,0.0,0.11333333333333333,0.16666666666666666
high_value,noisy_weighted,random_partition,300,40,6,42,0.8433333333333334,0.14,0.016666666666666666,27.15,14.85,12.3,0.02327966697824498,0.03850000211969018,0.6464285714285714,0.3535714285714286,3.1766666666666667,2.45,0.37333333333333335,0.2128875,0.2972166666666667,2.373482892205836,2.0335216612686366,0.0,0.47,0.016666666666666666,0.5533333333333333
high_value,noisy_weighted,top_heavy,300,40,6,42,1.0,0.0,0.0,29.763333333333332,12.236666666666666,17.526666666666667,0.01790199923561886,0.030700000934302807,0.7086507936507936,0.2913492063492063,4.79,1.0,0.21,0.21222500000000002,0.48,2.3752744667558314,1.6246346558188476,0.0,0.0,0.0,1.0
high_value,noisy_weighted,uniform,300,40,6,42,0.97,0.023333333333333334,0.006666666666666667,28.29,13.71,14.58,0.017719666454164933,0.069500005338341,0.6735714285714286,0.32642857142857146,2.57,2.84,0.59,0.21277083333333335,0.16749999999999998,2.373911847778662,2.581290899230692,0.0,0.0,0.006666666666666667,0.6166666666666667
high_value,noisy_weighted,weighted_value,300,40,6,42,0.49,0.41,0.1,21.39666666666667,20.60333333333333,0.7933333333333333,0.015792667109053582,0.02720000338740647,0.5094444444444445,0.4905555555555555,1.91,2.12,1.97,0.21299583333333333,0.20125,2.3725139800380997,2.4196068993294118,0.0,0.0,0.1,0.18333333333333332
high_value,noisy_weighted,winner_take_most,300,40,6,42,0.0,1.0,0.0,20.0,22.0,-2.0,0.018402999655033152,0.030799972591921687,0.4761904761904762,0.5238095238095238,4.0,2.0,0.0,0.21347083333333336,0.5050000000000001,2.369743228239164,0.9927744539878084,0.0,4.0,0.0,0.0
high_value,random_partition,anti_top_heavy,300,40,6,42,0.3333333333333333,0.6433333333333333,0.023333333333333334,18.393333333333334,23.606666666666666,-5.213333333333333,0.011175665713381022,0.02449998282827437,0.43793650793650796,0.562063492063492,2.493333333333333,3.1133333333333333,0.3933333333333333,0.2856708333333333,0.21625,2.0688218681796617,2.356844121534168,0.47333333333333333,0.0,0.023333333333333334,0.3333333333333333
high_value,random_partition,balanced_priority,300,40,6,42,0.16333333333333333,0.82,0.016666666666666666,15.286666666666667,26.713333333333335,-11.426666666666666,0.01549066665271918,0.07879998884163797,0.36396825396825394,0.636031746031746,2.4033333333333333,3.256666666666667,0.34,0.29287916666666663,0.18125,2.0504774037167577,2.5221735728363472,0.4866666666666667,0.0,0.016666666666666666,0.56
high_value,random_partition,defensive_spread,300,40,6,42,0.14,0.8466666666666667,0.013333333333333334,14.676666666666666,27.323333333333334,-12.646666666666667,0.01429333322448656,0.0703000114299357,0.34944444444444445,0.6505555555555556,2.3766666666666665,3.276666666666667,0.3466666666666667,0.29309583333333333,0.195,2.047784929100486,2.459447600415244,0.5133333333333333,0.0,0.013333333333333334,0.5466666666666666
high_value,random_partition,noisy_weighted,300,40,6,42,0.12666666666666668,0.86,0.013333333333333334,14.483333333333333,27.516666666666666,-13.033333333333333,0.014534999888079861,0.04759998410008848,0.34484126984126984,0.6551587301587302,2.4833333333333334,3.1266666666666665,0.39,0.2854875,0.2135166666666667,2.0817902769053966,2.3702354910961008,0.4033333333333333,0.0,0.013333333333333334,0.6133333333333333
high_value,random_partition,random_partition,300,40,6,42,0.48333333333333334,0.49333333333333335,0.023333333333333334,20.93,21.07,-0.14,0.013784999027848244,0.05420000525191426,0.49833333333333335,0.5016666666666667,2.7466666666666666,2.78,0.47333333333333333,0.2922166666666667,0.28704999999999997,2.0602607890698197,2.0804652655398717,0.41333333333333333,0.42333333333333334,0.023333333333333334,0.39
high_value,random_partition,top_heavy,300,40,6,42,0.4166666666666667,0.5566666666666666,0.02666666666666667,20.116666666666667,21.883333333333333,-1.7666666666666666,0.014153332352483025,0.02239999594166875,0.47896825396825393,0.521031746031746,3.31,2.18,0.51,0.2928916666666667,0.48,2.0518159921644497,1.6246346558188476,0.44666666666666666,0.0,0.02666666666666667,0.4
high_value,random_partition,uniform,300,40,6,42,0.25666666666666665,0.7366666666666667,0.006666666666666667,16.463333333333335,25.536666666666665,-9.073333333333334,0.010739000184306255,0.022799998987466097,0.39198412698412693,0.608015873015873,2.1666666666666665,3.45,0.38333333333333336,0.3014875,0.16749999999999998,2.0228633429016107,2.581290899230692,0.53,0.0,0.006666666666666667,0.49
high_value,random_partition,weighted_value,300,40,6,42,0.13333333333333333,0.86,0.006666666666666667,14.013333333333334,27.986666666666668,-13.973333333333333,0.013203332685710242,0.02829998265951872,0.33365079365079364,0.6663492063492064,2.3733333333333335,3.3033333333333332,0.3233333333333333,0.29783333333333334,0.20125,2.0354026456976997,2.4196068993294118,0.44666666666666666,0.0,0.006666666666666667,0.6033333333333334
high_value,random_partition,winner_take_most,300,40,6,42,0.08333333333333333,0.9133333333333333,0.0033333333333333335,20.15,21.85,-1.7,0.012477666605263948,0.025999994250014424,0.4797619047619047,0.5202380952380953,3.743333333333333,1.91,0.3466666666666667,0.29608333333333337,0.5050000000000001,2.037591156167669,0.9927744539878084,0.48333333333333334,4.0,0.0033333333333333335,0.08666666666666667
high_value,top_heavy,anti_top_heavy,300,40,6,42,0.0,1.0,0.0,12.0,30.0,-18.0,0.011152999747234086,0.05750000127591193,0.2857142857142857,0.7142857142857143,1.0,5.0,0.0,0.48,0.21625,1.6246346558188476,2.356844121534168,0.0,0.0,0.0,1.0
high_value,top_heavy,balanced_priority,300,40,6,42,0.0,1.0,0.0,12.0,30.0,-18.0,0.021762335187910747,0.39760000072419643,0.2857142857142857,0.7142857142857143,1.0,5.0,0.0,0.48,0.18125,1.6246346558188476,2.5221735728363472,0.0,0.0,0.0,1.0
high_value,top_heavy,defensive_spread,300,40,6,42,0.0,1.0,0.0,12.0,30.0,-18.0,0.014032998393910626,0.019500002963468432,0.2857142857142857,0.7142857142857143,1.0,5.0,0.0,0.48,0.195,1.6246346558188476,2.459447600415244,0.0,0.0,0.0,1.0
high_value,top_heavy,noisy_weighted,300,40,6,42,0.0,1.0,0.0,12.256666666666666,29.743333333333332,-17.486666666666668,0.015003000638292482,0.021899992134422064,0.2918253968253968,0.7081746031746032,1.0,4.78,0.22,0.48,0.21374583333333333,1.6246346558188476,2.369563343508206,0.0,0.0,0.0,1.0
high_value,top_heavy,random_partition,300,40,6,42,0.5633333333333334,0.4166666666666667,0.02,21.7,20.3,1.4,0.01192600029753521,0.05529998452402651,0.5166666666666667,0.48333333333333334,2.1866666666666665,3.3766666666666665,0.43666666666666665,0.48,0.2853583333333333,1.6246346558188476,2.076407996640187,0.0,0.4166666666666667,0.02,0.36666666666666664
high_value,top_heavy,top_heavy,300,40,6,42,0.0,0.0,1.0,21.0,21.0,0.0,0.024028332845773548,0.07159999222494662,0.5,0.5,0.0,0.0,6.0,0.48,0.48,1.6246346558188476,1.6246346558188476,0.0,0.0,1.0,0.0
high_value,top_heavy,uniform,300,40,6,42,0.0,1.0,0.0,12.0,30.0,-18.0,0.020343666643990826,0.0686999992467463,0.2857142857142857,0.7142857142857143,1.0,5.0,0.0,0.48,0.16749999999999998,1.6246346558188476,2.581290899230692,0.0,0.0,0.0,1.0
high_value,top_heavy,weighted_value,300,40,6,42,0.0,1.0,0.0,12.0,30.0,-18.0,0.020540667076905567,0.02729997504502535,0.2857142857142857,0.7142857142857143,1.0,5.0,0.0,0.48,0.20125,1.6246346558188476,2.4196068993294118,0.0,0.0,0.0,1.0
high_value,top_heavy,winner_take_most,300,40,6,42,1.0,0.0,0.0,32.0,10.0,22.0,0.012384333434359482,0.022000021999701858,0.7619047619047619,0.2380952380952381,5.0,1.0,0.0,0.48,0.5050000000000001,1.6246346558188476,0.9927744539878084,0.0,4.0,0.0,1.0
high_value,uniform,anti_top_heavy,300,40,6,42,0.0,1.0,0.0,18.0,24.0,-6.0,0.01983533283540358,0.16250001499429345,0.4285714285714285,0.5714285714285714,3.0,3.0,0.0,0.16749999999999998,0.21625,2.581290899230692,2.356844121534168,0.0,0.0,0.0,0.0
high_value,uniform,balanced_priority,300,40,6,42,0.0,1.0,0.0,13.536666666666667,28.463333333333335,-14.926666666666666,0.018934999243356287,0.042400002712383866,0.3223015873015873,0.6776984126984128,2.6233333333333335,2.3333333333333335,1.0433333333333332,0.16749999999999998,0.18125,2.581290899230692,2.5221735728363472,0.0,0.0,0.0,0.6566666666666666
high_value,uniform,defensive_spread,300,40,6,42,0.0,1.0,0.0,13.8,28.2,-14.4,0.019347667112015188,0.026699999580159783,0.32857142857142857,0.6714285714285715,2.6666666666666665,2.3,1.0333333333333334,0.16749999999999998,0.195,2.581290899230692,2.459447600415244,0.0,0.0,0.0,0.5866666666666667
high_value,uniform,noisy_weighted,300,40,6,42,0.013333333333333334,0.9733333333333334,0.013333333333333334,13.116666666666667,28.883333333333333,-15.766666666666667,0.13013000037365904,33.11280001071282,0.3123015873015873,0.6876984126984127,2.7866666666666666,2.6633333333333336,0.55,0.16749999999999998,0.21177083333333332,2.581290899230692,2.3765360985107185,0.0,0.0,0.013333333333333334,0.7266666666666667
high_value,uniform,random_partition,300,40,6,42,0.7,0.2833333333333333,0.016666666666666666,25.033333333333335,16.966666666666665,8.066666666666666,0.015042332524899393,0.021799991372972727,0.596031746031746,0.403968253968254,3.4366666666666665,2.24,0.3233333333333333,0.16749999999999998,0.29423333333333335,2.581290899230692,2.0474389052866035,0.0,0.49666666666666665,0.016666666666666666,0.48
high_value,uniform,top_heavy,300,40,6,42,1.0,0.0,0.0,30.0,12.0,18.0,0.019222000749626506,0.0261999957729131,0.7142857142857143,0.2857142857142857,5.0,1.0,0.0,0.16749999999999998,0.48,2.581290899230692,1.6246346558188476,0.0,0.0,0.0,1.0
high_value,uniform,uniform,300,40,6,42,0.42333333333333334,0.4266666666666667,0.15,21.07,20.93,0.14,0.01440566343565782,0.03860000288113952,0.5016666666666667,0.49833333333333335,1.2833333333333334,1.2833333333333334,3.433333333333333,0.16749999999999998,0.16749999999999998,2.581290899230692,2.581290899230692,0.0,0.0,0.15,0.05
high_value,uniform,weighted_value,300,40,6,42,0.0,1.0,0.0,11.02,30.98,-19.96,0.08242599957156926,19.192400010069832,0.2623809523809524,0.7376190476190476,2.6733333333333333,3.0,0.32666666666666666,0.16749999999999998,0.20125,2.581290899230692,2.4196068993294118,0.0,0.0,0.0,1.0
high_value,uniform,winner_take_most,300,40,6,42,0.0,1.0,0.0,20.0,22.0,-2.0,0.13532999980573854,33.210800000233576,0.4761904761904762,0.5238095238095238,4.0,2.0,0.0,0.16749999999999998,0.5050000000000001,2.581290899230692,0.9927744539878084,0.0,4.0,0.0,0.0
high_value,weighted_value,anti_top_heavy,300,40,6,42,0.0,1.0,0.0,12.0,30.0,-18.0,0.12036633328534663,30.108300008578226,0.2857142857142857,0.7142857142857143,1.0,5.0,0.0,0.20125,0.21625,2.4196068993294118,2.356844121534168,0.0,0.0,0.0,1.0
high_value,weighted_value,balanced_priority,300,40,6,42,1.0,0.0,0.0,33.0,9.0,24.0,0.01937200004855792,0.05289999535307288,0.7857142857142857,0.21428571428571425,3.0,2.0,1.0,0.20125,0.18125,2.4196068993294118,2.5221735728363472,0.0,0.0,0.0,1.0
high_value,weighted_value,defensive_spread,300,40,6,42,1.0,0.0,0.0,24.0,18.0,6.0,0.0217306669219397,0.04069998976774514,0.5714285714285714,0.4285714285714285,1.0,1.0,4.0,0.20125,0.195,2.4196068993294118,2.459447600415244,0.0,0.0,0.0,0.0
high_value,weighted_value,noisy_weighted,300,40,6,42,0.43,0.47,0.1,20.733333333333334,21.266666666666666,-0.5333333333333333,0.021628666727337986,0.031100003980100155,0.4936507936507937,0.5063492063492063,2.0966666666666667,1.8466666666666667,2.0566666666666666,0.20125,0.21275416666666666,2.4196068993294118,2.3721679259726507,0.0,0.0,0.1,0.11
high_value,weighted_value,random_partition,300,40,6,42,0.8666666666666667,0.12666666666666668,0.006666666666666667,27.87,14.13,13.74,0.05137966654729098,9.44090000120923,0.6635714285714285,0.3364285714285714,3.3,2.34,0.36,0.20125,0.2943,2.4196068993294118,2.049882460873044,0.0,0.44333333333333336,0.006666666666666667,0.59
high_value,weighted_value,top_heavy,300,40,6,42,1.0,0.0,0.0,30.0,12.0,18.0,0.01954233351474007,0.0261999957729131,0.7142857142857143,0.2857142857142857,5.0,1.0,0.0,0.20125,0.48,2.4196068993294118,1.6246346558188476,0.0,0.0,0.0,1.0
high_value,weighted_value,uniform,300,40,6,42,1.0,0.0,0.0,31.15,10.85,20.3,0.01782233341752241,0.04469999112188816,0.7416666666666667,0.25833333333333336,3.0,2.6166666666666667,0.38333333333333336,0.20125,0.16749999999999998,2.4196068993294118,2.581290899230692,0.0,0.0,0.0,1.0
high_value,weighted_value,weighted_value,300,40,6,42,0.0,0.0,1.0,21.0,21.0,0.0,0.01891466653129707,0.053099996875971556,0.5,0.5,0.0,0.0,6.0,0.20125,0.20125,2.4196068993294118,2.4196068993294118,0.0,0.0,1.0,0.0
high_value,weighted_value,winner_take_most,300,40,6,42,0.0,1.0,0.0,20.0,22.0,-2.0,0.02193533388587336,0.0425000034738332,0.4761904761904762,0.5238095238095238,4.0,2.0,0.0,0.20125,0.5050000000000001,2.4196068993294118,0.9927744539878084,0.0,4.0,0.0,0.0
high_value,winner_take_most,anti_top_heavy,300,40,6,42,1.0,0.0,0.0,22.0,20.0,2.0,0.014832999731879681,0.02950002090074122,0.5238095238095238,0.4761904761904762,2.0,4.0,0.0,0.5050000000000001,0.21625,0.9927744539878084,2.356844121534168,4.0,0.0,0.0,0.0
high_value,winner_take_most,balanced_priority,300,40,6,42,1.0,0.0,0.0,22.0,20.0,2.0,0.024081333928431075,0.036200013710185885,0.5238095238095238,0.4761904761904762,2.0,4.0,0.0,0.5050000000000001,0.18125,0.9927744539878084,2.5221735728363472,4.0,0.0,0.0,0.0
high_value,winner_take_most,defensive_spread,300,40,6,42,1.0,0.0,0.0,22.0,20.0,2.0,0.027297333678385865,0.03470000228844583,0.5238095238095238,0.4761904761904762,2.0,4.0,0.0,0.5050000000000001,0.195,0.9927744539878084,2.459447600415244,4.0,0.0,0.0,0.0
high_value,winner_take_most,noisy_weighted,300,40,6,42,1.0,0.0,0.0,22.0,20.0,2.0,0.018704999917342018,0.05989999044686556,0.5238095238095238,0.4761904761904762,2.0,4.0,0.0,0.5050000000000001,0.2131375,0.9927744539878084,2.371556613986824,4.0,0.0,0.0,0.0
high_value,winner_take_most,random_partition,300,40,6,42,0.92,0.08,0.0,21.826666666666668,20.173333333333332,1.6533333333333333,0.024764001621709514,0.03560000914148986,0.5196825396825396,0.48031746031746037,1.92,3.776666666666667,0.30333333333333334,0.5050000000000001,0.29178333333333334,0.9927744539878084,2.0541191486291823,4.0,0.4633333333333333,0.0,0.05333333333333334
high_value,winner_take_most,top_heavy,300,40,6,42,0.0,1.0,0.0,10.0,32.0,-22.0,0.013476667033197979,0.04780001472681761,0.2380952380952381,0.7619047619047619,1.0,5.0,0.0,0.5050000000000001,0.48,0.9927744539878084,1.6246346558188476,4.0,0.0,0.0,1.0
high_value,winner_take_most,uniform,300,40,6,42,1.0,0.0,0.0,22.0,20.0,2.0,0.01617566595086828,0.04069998976774514,0.5238095238095238,0.4761904761904762,2.0,4.0,0.0,0.5050000000000001,0.16749999999999998,0.9927744539878084,2.581290899230692,4.0,0.0,0.0,0.0
high_value,winner_take_most,weighted_value,300,40,6,42,1.0,0.0,0.0,22.0,20.0,2.0,0.011341333641515424,0.01810002140700817,0.5238095238095238,0.4761904761904762,2.0,4.0,0.0,0.5050000000000001,0.20125,0.9927744539878084,2.4196068993294118,4.0,0.0,0.0,0.0
high_value,winner_take_most,winner_take_most,300,40,6,42,0.0,0.0,1.0,21.0,21.0,0.0,0.017694334286109854,0.06120000034570694,0.5,0.5,0.0,0.0,6.0,0.5050000000000001,0.5050000000000001,0.9927744539878084,0.9927744539878084,4.0,4.0,1.0,0.0
large,anti_top_heavy,anti_top_heavy,350,45,8,36,0.0,0.0,1.0,18.0,18.0,0.0,0.02003999992406794,0.05460000829771161,0.5,0.5,0.0,0.0,8.0,0.1595061728395062,0.1595061728395062,2.7891217864900826,2.7891217864900826,0.0,0.0,1.0,0.0
large,anti_top_heavy,balanced_priority,350,45,8,36,1.0,0.0,0.0,25.0,11.0,14.0,0.01806485657912812,0.049299997044727206,0.6944444444444444,0.3055555555555556,5.0,3.0,0.0,0.1595061728395062,0.13777777777777778,2.7891217864900826,2.9246133755445536,0.0,0.0,0.0,1.0
large,anti_top_heavy,defensive_spread,350,45,8,36,1.0,0.0,0.0,26.5,9.5,17.0,0.019875427491829863,0.033199990866705775,0.7361111111111112,0.2638888888888889,5.0,1.0,2.0,0.1595061728395062,0.14962962962962964,2.7891217864900826,2.853073798902918,0.0,0.0,0.0,1.0
large,anti_top_heavy,noisy_weighted,350,45,8,36,0.9371428571428572,0.04285714285714286,0.02,23.217142857142857,12.782857142857143,10.434285714285714,0.02029943047091365,0.03679998917505145,0.6449206349206349,0.35507936507936505,5.022857142857143,1.2942857142857143,1.6828571428571428,0.1595061728395062,0.16356119929453264,2.7891217864900826,2.7628479526912155,0.0,0.0,0.06571428571428571,0.6485714285714286
large,anti_top_heavy,random_partition,350,45,8,36,0.8,0.15428571428571428,0.045714285714285714,21.874285714285715,14.125714285714286,7.748571428571428,0.017465999366582503,0.06820002454333007,0.6076190476190476,0.3923809523809524,4.228571428571429,3.2085714285714286,0.5628571428571428,0.1595061728395062,0.2247562610229277,2.7891217864900826,2.4453184914766064,0.0,0.7114285714285714,0.06857142857142857,0.4742857142857143
large,anti_top_heavy,top_heavy,350,45,8,36,1.0,0.0,0.0,28.0,8.0,20.0,0.01716399989423475,0.022099993657320738,0.7777777777777778,0.2222222222222222,7.0,1.0,0.0,0.1595061728395062,0.3659259259259259,2.7891217864900826,2.0845009152089604,0.0,0.0,0.0,1.0
large,anti_top_heavy,uniform,350,45,8,36,1.0,0.0,0.0,21.24142857142857,14.758571428571429,6.482857142857143,0.014518000368428017,0.040799990529194474,0.5900396825396825,0.40996031746031747,3.3485714285714288,3.637142857142857,1.0142857142857142,0.1595061728395062,0.1259259259259259,2.7891217864900826,2.99456873088645,0.0,0.0,0.0,0.07428571428571429
large,anti_top_heavy,weighted_value,350,45,8,36,1.0,0.0,0.0,27.50857142857143,8.491428571428571,19.017142857142858,0.016289142658933997,0.023500004317611456,0.7641269841269842,0.23587301587301587,6.508571428571429,1.0,0.49142857142857144,0.1595061728395062,0.15905467372134038,2.7891217864900826,2.778856049933114,0.0,0.0,0.0,1.0
large,anti_top_heavy,winner_take_most,350,45,8,36,1.0,0.0,0.0,21.0,15.0,6.0,0.01849142826228802,0.027000001864507794,0.5833333333333334,0.4166666666666667,6.0,2.0,0.0,0.1595061728395062,0.5022222222222222,2.7891217864900826,0.9967916319816367,0.0,6.0,0.0,0.0
large,balanced_priority,anti_top_heavy,350,45,8,36,0.0,1.0,0.0,11.0,25.0,-14.0,0.028621428396685848,0.4132000030949712,0.3055555555555556,0.6944444444444444,3.0,5.0,0.0,0.13777777777777778,0.1595061728395062,2.9246133755445536,2.7891217864900826,0.0,0.0,0.0,1.0
large,balanced_priority,balanced_priority,350,45,8,36,0.0,0.0,1.0,18.0,18.0,0.0,0.02520428571317877,0.05740000051446259,0.5,0.5,0.0,0.0,8.0,0.13777777777777778,0.13777777777777778,2.9246133755445536,2.9246133755445536,0.0,0.0,1.0,0.0
large,balanced_priority,defensive_spread,350,45,8,36,0.0,1.0,0.0,15.5,20.5,-5.0,0.022305428116981472,0.09460002183914185,0.4305555555555556,0.5694444444444444,2.0,1.0,5.0,0.13777777777777778,0.14962962962962964,2.9246133755445536,2.853073798902918,0.0,0.0,0.0,0.0
large,balanced_priority,noisy_weighted,350,45,8,36,0.1657142857142857,0.8057142857142857,0.02857142857142857,14.811428571428571,21.18857142857143,-6.377142857142857,0.02146342910626637,0.072900002123788,0.4114285714285714,0.5885714285714285,3.6085714285714285,2.8142857142857145,1.5771428571428572,0.13777777777777778,0.16323668430335098,2.9246133755445536,2.763856636259875,0.0,0.0,0.08857142857142856,0.4
large,balanced_priority,random_partition,350,45,8,36,0.8857142857142857,0.08571428571428572,0.02857142857142857,23.715714285714284,12.284285714285714,11.43142857142857,0.01726742892060429,0.02750000567175448,0.6587698412698413,0.3412301587301587,4.477142857142857,3.0171428571428573,0.5057142857142857,0.13777777777777778,0.23022222222222224,2.9246133755445536,2.416160824215451,0.0,0.8285714285714286,0.05714285714285714,0.6171428571428571
large,balanced_priority,top_heavy,350,45,8,36,1.0,0.0,0.0,28.0,8.0,20.0,0.01891028377160962,0.026699999580159783,0.7777777777777778,0.2222222222222222,7.0,1.0,0.0,0.13777777777777778,0.3659259259259259,2.9246133755445536,2.0845009152089604,0.0,0.0,0.0,1.0
large,balanced_priority,uniform,350,45,8,36,1.0,0.0,0.0,25.23,10.77,14.46,0.014851712871209852,0.04859999171458185,0.7008333333333333,0.29916666666666664,3.4085714285714284,3.645714285714286,0.9457142857142857,0.13777777777777778,0.1259259259259259,2.9246133755445536,2.99456873088645,0.0,0.0,0.0,1.0
large,balanced_priority,weighted_value,350,45,8,36,0.0,1.0,0.0,10.457142857142857,25.542857142857144,-15.085714285714285,0.01434028522843229,0.030700000934302807,0.29047619047619044,0.7095238095238094,2.0,2.5142857142857142,3.4857142857142858,0.13777777777777778,0.15908289241622575,2.9246133755445536,2.778653684467281,0.0,0.0,0.0,1.0
large,balanced_priority,winner_take_most,350,45,8,36,1.0,0.0,0.0,21.0,15.0,6.0,0.031823142614614754,0.0948999950196594,0.5833333333333334,0.4166666666666667,6.0,2.0,0.0,0.13777777777777778,0.5022222222222222,2.9246133755445536,0.9967916319816367,0.0,6.0,0.0,0.0
large,defensive_spread,anti_top_heavy,350,45,8,36,0.0,1.0,0.0,9.5,26.5,-17.0,0.01669457132395889,0.0720999960321933,0.2638888888888889,0.7361111111111112,1.0,5.0,2.0,0.14962962962962964,0.1595061728395062,2.853073798902918,2.7891217864900826,0.0,0.0,0.0,1.0
